date,player,line,predicted,actual,predDiff,rawProb,myProb,bookProb,edge,bet,stake,pnl,bankroll,betSide,betOdds,avgPts10,last1Pts,retrain_period,model_train_end
2024-10-23,Giannis Antetokounmpo,28.5,27.3,25,1.18,0.556,0.531,0.52,0.011,False,0.0,0.0,1108.17,under,-125,28.2,15.0,1,2024-10-22
2024-10-23,Eric Gordon,12.5,8.5,2,4.03,0.685,0.725,0.51,0.214,False,0.0,0.0,1108.17,under,-120,5.5,6.0,1,2024-10-22
2024-10-23,Dyson Daniels,7.5,4.0,15,3.53,0.664,0.702,0.51,0.191,False,0.0,0.0,1108.17,under,-120,3.6,4.0,1,2024-10-22
2024-10-23,Aaron Nesmith,10.5,9.3,7,1.17,0.556,0.576,0.48,0.096,False,0.0,0.0,1108.17,under,-105,10.0,14.0,1,2024-10-22
2024-10-23,Alperen Sengun,20.5,19.3,25,1.18,0.556,0.583,0.5,0.083,False,0.0,0.0,1108.17,under,-115,20.5,14.0,1,2024-10-22
2024-10-23,Josh Giddey,12.5,7.0,14,5.5,0.745,0.784,0.52,0.264,False,0.0,0.0,1108.17,under,-125,8.7,2.0,1,2024-10-22
2024-10-23,Jonathan Kuminga,17.5,15.0,10,2.49,0.617,0.648,0.5,0.148,True,87.96,76.49,1184.65,under,-115,14.9,16.0,1,2024-10-22
2024-10-23,Jimmy Butler,19.5,18.1,3,1.36,0.565,0.592,0.48,0.112,True,67.9,64.67,1249.32,under,-105,18.8,19.0,1,2024-10-22
2024-10-23,Jalen Johnson,17.5,14.3,11,3.24,0.651,0.688,0.49,0.198,False,0.0,0.0,1249.32,under,-110,16.6,13.0,1,2024-10-22
2024-10-23,Jalen Duren,14.5,12.2,13,2.33,0.61,0.641,0.52,0.121,True,84.87,67.9,1317.22,under,-125,12.4,20.0,1,2024-10-22
2024-10-23,LaMelo Ball,23.5,20.7,34,2.82,0.632,0.663,0.49,0.173,False,0.0,0.0,1317.22,under,-110,23.3,15.0,1,2024-10-22
2024-10-23,Miles Bridges,19.5,17.6,10,1.89,0.59,0.619,0.5,0.119,True,83.95,73.0,1390.22,under,-115,18.7,4.0,1,2024-10-22
2024-10-23,Myles Turner,16.5,15.3,20,1.19,0.557,0.583,0.51,0.073,False,0.0,0.0,1390.22,under,-120,15.1,8.0,1,2024-10-22
2024-10-24,Luka Doncic,29.5,27.6,28,1.88,0.589,0.566,0.49,0.076,False,0.0,0.0,1390.22,under,-110,30.8,28.0,1,2024-10-22
2024-10-24,Jamal Murray,20.5,19.0,12,1.49,0.571,0.598,0.49,0.108,True,79.08,71.89,1462.11,under,-110,20.5,35.0,1,2024-10-22
2024-10-24,Christian Braun,9.5,6.3,16,3.16,0.648,0.684,0.52,0.164,False,0.0,0.0,1462.11,under,-125,4.9,5.0,1,2024-10-22
2024-10-24,Shai Gilgeous-Alexander,30.5,25.6,28,4.93,0.723,0.705,0.49,0.215,False,0.0,0.0,1462.11,under,-110,30.2,36.0,1,2024-10-22
2024-10-24,Jayson Tatum,28.5,25.8,25,2.67,0.625,0.605,0.49,0.115,True,88.48,80.44,1542.54,under,-110,26.9,37.0,1,2024-10-22
2024-10-24,Jalen Williams,18.5,16.5,12,1.95,0.592,0.622,0.51,0.111,True,94.54,78.78,1621.33,under,-120,18.7,22.0,1,2024-10-22
2024-10-24,Bilal Coulibaly,8.5,7.5,8,1.04,0.549,0.568,0.49,0.078,False,0.0,0.0,1621.33,under,-110,9.0,15.0,1,2024-10-22
2024-10-24,Anthony Edwards,25.5,23.9,32,1.57,0.575,0.551,0.48,0.071,False,0.0,0.0,1621.33,under,-105,25.5,27.0,1,2024-10-22
2024-10-24,Rudy Gobert,12.5,11.5,3,1.02,0.549,0.567,0.531,0.037,False,0.0,0.0,1621.33,under,-130,12.2,13.0,1,2024-10-22
2024-10-25,Tim Hardaway Jr,10.5,6.5,9,4.04,0.686,0.725,0.531,0.194,False,0.0,0.0,1621.33,under,-130,4.2,14.0,1,2024-10-22
2024-10-25,Scottie Barnes,23.5,18.1,27,5.36,0.739,0.767,0.52,0.247,False,0.0,0.0,1621.33,under,-125,17.0,9.0,1,2024-10-22
2024-10-25,Rui Hachimura,13.5,11.8,14,1.74,0.583,0.609,0.52,0.088,False,0.0,0.0,1621.33,under,-125,11.5,18.0,1,2024-10-22
2024-10-25,Trae Young,25.5,21.0,38,4.53,0.706,0.736,0.516,0.221,False,0.0,0.0,1621.33,under,-120,19.4,30.0,1,2024-10-22
2024-10-25,Anthony Davis,24.5,23.5,35,1.03,0.549,0.523,0.51,0.013,False,0.0,0.0,1621.33,under,-120,26.5,36.0,1,2024-10-22
2024-10-25,Andre Drummond,12.5,8.4,11,4.12,0.689,0.729,0.541,0.188,False,0.0,0.0,1621.33,under,-135,8.3,10.0,1,2024-10-22
2024-10-25,Tyrese Maxey,29.5,25.7,24,3.79,0.675,0.657,0.49,0.167,False,0.0,0.0,1621.33,under,-110,27.7,25.0,1,2024-10-22
2024-10-25,Zion Williamson,25.5,23.5,16,2.01,0.595,0.573,0.5,0.073,False,0.0,0.0,1621.33,under,-115,25.8,40.0,1,2024-10-22
2024-10-25,Zach LaVine,20.5,17.0,25,3.48,0.662,0.693,0.48,0.213,False,0.0,0.0,1621.33,under,-105,15.8,27.0,1,2024-10-22
2024-10-25,Zach Edey,7.5,4.3,13,3.2,0.649,0.686,0.531,0.155,False,0.0,0.0,1621.33,under,-130,5.0,5.0,1,2024-10-22
2024-10-25,Devin Booker,24.5,22.8,23,1.68,0.58,0.556,0.48,0.077,False,0.0,0.0,1621.33,under,-105,28.4,49.0,1,2024-10-22
2024-10-25,Dyson Daniels,9.5,6.2,18,3.27,0.652,0.689,0.5,0.189,False,0.0,0.0,1621.33,under,-115,4.1,15.0,1,2024-10-22
2024-10-25,Davion Mitchell,12.5,8.6,8,3.85,0.678,0.717,0.531,0.186,False,0.0,0.0,1621.33,under,-130,8.7,8.0,1,2024-10-22
2024-10-25,Cameron Johnson,14.5,11.1,12,3.44,0.66,0.698,0.49,0.208,False,0.0,0.0,1621.33,under,-110,11.6,14.0,1,2024-10-22
2024-10-25,Dalton Knecht,5.5,4.1,8,1.43,0.568,0.591,0.51,0.081,False,0.0,0.0,1621.33,under,-120,5.0,5.0,1,2024-10-22
2024-10-25,Karl-Anthony Towns,21.5,18.0,21,3.49,0.662,0.693,0.5,0.193,False,0.0,0.0,1621.33,under,-115,17.9,12.0,1,2024-10-22
2024-10-25,Kelly Oubre Jr,21.5,14.8,28,6.69,0.788,0.823,0.52,0.303,False,0.0,0.0,1621.33,under,-125,14.0,21.0,1,2024-10-22
2024-10-25,Kevin Durant,24.5,21.9,30,2.61,0.623,0.653,0.5,0.153,False,0.0,0.0,1621.33,under,-115,24.7,33.0,1,2024-10-22
2024-10-25,LaMelo Ball,25.5,23.8,34,1.67,0.579,0.556,0.51,0.045,False,0.0,0.0,1621.33,under,-120,23.1,34.0,1,2024-10-22
2024-10-25,Mikal Bridges,15.5,13.3,21,2.2,0.604,0.634,0.52,0.114,True,103.79,-103.79,1517.54,under,-125,13.5,16.0,1,2024-10-22
2024-10-25,Josh Giddey,13.5,9.8,17,3.68,0.67,0.709,0.5,0.209,False,0.0,0.0,1517.54,under,-115,9.9,14.0,1,2024-10-22
2024-10-25,Lauri Markkanen,23.5,22.5,13,1.02,0.548,0.523,0.49,0.033,False,0.0,0.0,1517.54,under,-110,23.8,35.0,1,2024-10-22
2024-10-25,Jordan Hawkins,8.5,4.4,24,4.1,0.688,0.728,0.49,0.238,False,0.0,0.0,1517.54,under,-110,2.4,13.0,1,2024-10-22
2024-10-25,Jalen Suggs,14.5,12.8,10,1.7,0.581,0.606,0.49,0.116,True,92.73,84.3,1601.84,under,-110,13.8,11.0,1,2024-10-22
2024-10-26,Ochai Agbaji,8.5,6.9,19,1.63,0.577,0.602,0.49,0.112,True,94.49,-94.49,1507.35,under,-110,6.4,12.0,1,2024-10-22
2024-10-26,Scottie Barnes,20.5,19.3,20,1.23,0.559,0.585,0.48,0.105,True,81.3,77.43,1584.78,under,-105,18.4,27.0,1,2024-10-22
2024-10-26,Shai Gilgeous-Alexander,29.5,26.2,23,3.31,0.654,0.635,0.5,0.135,True,115.06,100.05,1684.83,under,-115,30.2,28.0,1,2024-10-22
2024-10-26,Victor Wembanyama,24.5,20.1,29,4.4,0.701,0.731,0.5,0.231,False,0.0,0.0,1684.83,under,-115,24.6,17.0,1,2024-10-22
2024-10-26,Tim Hardaway Jr,10.5,7.1,9,3.38,0.657,0.695,0.52,0.174,False,0.0,0.0,1684.83,under,-125,4.5,9.0,1,2024-10-22
2024-10-26,Zach LaVine,17.5,16.5,22,1.05,0.55,0.575,0.49,0.086,False,0.0,0.0,1684.83,under,-110,16.3,25.0,1,2024-10-22
2024-10-26,Gradey Dick,14.5,12.6,25,1.94,0.592,0.62,0.49,0.13,True,115.06,-115.06,1569.77,under,-110,13.5,8.0,1,2024-10-22
2024-10-26,Chris Paul,11.5,8.3,3,3.25,0.651,0.688,0.531,0.157,False,0.0,0.0,1569.77,under,-130,8.3,3.0,1,2024-10-22
2024-10-26,Anthony Edwards,27.5,24.8,24,2.66,0.625,0.605,0.49,0.115,True,94.62,86.02,1655.79,under,-110,24.3,32.0,1,2024-10-22
2024-10-26,Alex Sarr,8.5,5.2,12,3.25,0.652,0.688,0.531,0.158,False,0.0,0.0,1655.79,under,-130,2.0,2.0,1,2024-10-22
2024-10-26,LaMelo Ball,23.5,21.8,27,1.71,0.581,0.61,0.5,0.11,True,97.6,-97.6,1558.19,under,-115,23.1,34.0,1,2024-10-22
2024-10-26,Kyle Kuzma,20.5,19.3,14,1.25,0.559,0.586,0.51,0.076,False,0.0,0.0,1558.19,under,-120,20.2,12.0,1,2024-10-22
2024-10-26,Kevin Durant,24.5,22.0,31,2.49,0.617,0.596,0.48,0.116,True,93.01,-93.01,1465.18,under,-105,25.7,30.0,1,2024-10-22
2024-10-26,Josh Giddey,13.5,9.4,14,4.14,0.69,0.729,0.531,0.199,False,0.0,0.0,1465.18,under,-130,10.3,17.0,1,2024-10-22
2024-10-26,Jaylen Brown,25.5,24.4,24,1.08,0.552,0.526,0.52,0.006,False,0.0,0.0,1465.18,under,-125,24.7,27.0,1,2024-10-22
2024-10-26,Jimmy Butler,17.5,15.2,26,2.29,0.608,0.638,0.49,0.148,True,114.04,-114.04,1351.14,under,-110,17.4,3.0,1,2024-10-22
2024-10-27,Tyrese Maxey,29.5,26.1,45,3.42,0.659,0.64,0.5,0.14,True,101.99,-101.99,1249.15,under,-115,27.3,24.0,1,2024-10-22
2024-10-27,Trae Young,25.5,19.0,24,6.53,0.783,0.805,0.5,0.305,False,0.0,0.0,1249.15,under,-115,19.5,38.0,1,2024-10-22
2024-10-27,Damian Lillard,27.5,25.7,21,1.8,0.586,0.562,0.48,0.083,False,0.0,0.0,1249.15,under,-105,26.3,28.0,1,2024-10-22
2024-10-27,Brandon Ingram,19.5,18.0,14,1.47,0.57,0.597,0.5,0.097,False,0.0,0.0,1249.15,under,-115,17.3,21.0,1,2024-10-22
2024-10-27,Dyson Daniels,9.5,6.3,7,3.19,0.649,0.685,0.49,0.195,False,0.0,0.0,1249.15,under,-110,5.5,18.0,1,2024-10-22
2024-10-27,Jordan Hawkins,10.5,8.4,17,2.11,0.6,0.629,0.49,0.139,True,91.45,-91.45,1157.7,under,-110,4.6,24.0,1,2024-10-22
2024-10-27,Giannis Antetokounmpo,30.5,28.6,22,1.87,0.589,0.566,0.49,0.076,False,0.0,0.0,1157.7,under,-110,29.2,38.0,1,2024-10-22
2024-10-27,Kelly Oubre Jr,21.5,16.7,14,4.8,0.717,0.747,0.531,0.216,False,0.0,0.0,1157.7,under,-130,14.7,28.0,1,2024-10-22
2024-10-28,Victor Wembanyama,24.5,23.1,14,1.45,0.569,0.544,0.5,0.044,False,0.0,0.0,1157.7,under,-115,26.2,29.0,1,2024-10-22
2024-10-28,Zach LaVine,20.5,18.1,30,2.43,0.614,0.645,0.48,0.165,False,0.0,0.0,1157.7,under,-105,18.3,22.0,1,2024-10-22
2024-10-28,Chris Paul,9.5,7.7,16,1.76,0.584,0.61,0.49,0.12,True,72.93,-72.93,1084.77,under,-110,7.2,3.0,1,2024-10-22
2024-10-28,Giannis Antetokounmpo,27.5,26.4,30,1.11,0.553,0.528,0.5,0.028,False,0.0,0.0,1084.77,under,-115,28.4,22.0,1,2024-10-22
2024-10-28,Jaylen Brown,24.5,23.3,30,1.19,0.557,0.532,0.52,0.011,False,0.0,0.0,1084.77,under,-125,23.1,24.0,1,2024-10-22
2024-10-28,Jayson Tatum,29.5,24.6,15,4.86,0.72,0.702,0.5,0.202,False,0.0,0.0,1084.77,under,-115,27.2,37.0,1,2024-10-22
2024-10-28,Nikola Jokic,27.5,24.4,40,3.15,0.647,0.628,0.48,0.148,True,82.28,-82.28,1002.49,under,-105,27.7,16.0,1,2024-10-22
2024-10-28,Michael Porter Jr,15.5,12.1,13,3.39,0.658,0.695,0.51,0.185,False,0.0,0.0,1002.49,under,-120,14.3,15.0,1,2024-10-22
2024-10-28,Karl-Anthony Towns,21.5,19.8,13,1.73,0.582,0.61,0.51,0.1,True,55.32,46.1,1048.59,under,-120,18.7,21.0,1,2024-10-22
2024-10-28,Josh Giddey,13.5,10.1,12,3.35,0.656,0.693,0.51,0.183,False,0.0,0.0,1048.59,under,-120,9.6,14.0,1,2024-10-22
2024-10-28,Christian Braun,10.5,6.6,17,3.88,0.679,0.718,0.531,0.187,False,0.0,0.0,1048.59,under,-130,6.0,16.0,1,2024-10-22
2024-10-29,Nikola Jokic,28.5,25.1,29,3.42,0.659,0.64,0.51,0.13,True,75.11,-75.11,973.48,under,-120,28.4,40.0,1,2024-10-22
2024-10-29,Jonathan Kuminga,20.5,11.8,17,8.69,0.851,0.874,0.5,0.374,False,0.0,0.0,973.48,under,-115,11.9,2.0,1,2024-10-22
2024-10-29,Luka Doncic,29.5,28.5,24,1.05,0.55,0.524,0.51,0.014,False,0.0,0.0,973.48,under,-120,29.3,15.0,1,2024-10-22
2024-10-29,Trayce Jackson-Davis,10.5,9.4,3,1.1,0.552,0.572,0.48,0.092,False,0.0,0.0,973.48,under,-105,10.7,12.0,1,2024-10-22
2024-10-29,Jamal Murray,19.5,18.5,24,1.05,0.55,0.575,0.49,0.086,False,0.0,0.0,973.48,under,-110,19.0,17.0,1,2024-10-22
2024-10-29,Cameron Johnson,14.5,12.4,20,2.06,0.598,0.626,0.51,0.116,True,62.29,-62.29,911.19,under,-120,11.4,13.0,1,2024-10-22
2024-10-29,C.J. McCollum,21.5,19.3,5,2.25,0.606,0.636,0.5,0.136,True,66.56,57.88,969.06,under,-115,18.2,27.0,1,2024-10-22
2024-10-29,Daniel Gafford,8.5,7.3,14,1.19,0.557,0.577,0.559,0.018,False,0.0,0.0,969.06,under,-145,8.8,9.0,1,2024-10-22
2024-10-30,Tyrese Haliburton,18.5,16.3,17,2.2,0.604,0.634,0.52,0.114,True,61.9,49.52,1018.58,under,-125,16.5,19.0,1,2024-10-22
2024-10-30,Trae Young,27.5,22.4,35,5.09,0.729,0.712,0.5,0.212,False,0.0,0.0,1018.58,under,-115,19.6,14.0,1,2024-10-22
2024-10-30,Tim Hardaway Jr,11.5,9.7,16,1.82,0.586,0.613,0.52,0.093,False,0.0,0.0,1018.58,under,-125,6.7,20.0,1,2024-10-22
2024-10-30,Victor Wembanyama,24.5,21.8,6,2.66,0.625,0.656,0.5,0.156,False,0.0,0.0,1018.58,under,-115,25.7,14.0,1,2024-10-22
2024-10-30,Zach LaVine,21.5,18.3,11,3.18,0.648,0.679,0.49,0.19,False,0.0,0.0,1018.58,under,-110,19.8,30.0,1,2024-10-22
2024-10-30,Anthony Davis,27.5,25.1,22,2.4,0.613,0.592,0.52,0.072,False,0.0,0.0,1018.58,under,-125,29.0,29.0,1,2024-10-22
2024-10-30,Andre Drummond,11.5,9.0,9,2.46,0.616,0.648,0.5,0.148,True,81.11,70.53,1089.11,under,-115,8.3,9.0,1,2024-10-22
2024-10-30,Franz Wagner,21.5,20.3,7,1.17,0.555,0.582,0.48,0.102,True,56.89,54.18,1143.3,under,-105,19.6,7.0,1,2024-10-22
2024-10-30,Jalen Brunson,26.5,24.8,22,1.67,0.579,0.556,0.51,0.046,False,0.0,0.0,1143.3,under,-120,27.7,21.0,1,2024-10-22
2024-10-30,Jalen Johnson,19.5,17.6,21,1.92,0.591,0.62,0.48,0.14,True,82.06,-82.06,1061.24,under,-105,16.3,29.0,1,2024-10-22
2024-10-30,Chet Holmgren,19.5,18.1,19,1.38,0.566,0.593,0.51,0.083,False,0.0,0.0,1061.24,under,-120,18.0,25.0,1,2024-10-22
2024-10-30,Darius Garland,18.5,16.8,12,1.71,0.581,0.61,0.49,0.12,True,66.69,60.63,1121.86,under,-110,17.3,34.0,1,2024-10-22
2024-10-30,Coby White,18.5,17.2,21,1.29,0.562,0.588,0.5,0.088,False,0.0,0.0,1121.86,under,-115,21.7,20.0,1,2024-10-22
2024-10-30,LaMelo Ball,26.5,25.4,19,1.06,0.55,0.525,0.5,0.025,False,0.0,0.0,1121.86,under,-115,25.1,27.0,1,2024-10-22
2024-10-30,Nick Richards,11.5,9.6,24,1.94,0.592,0.62,0.51,0.11,True,67.74,-67.74,1054.12,under,-120,10.1,12.0,1,2024-10-22
2024-10-30,Ochai Agbaji,10.5,8.7,10,1.84,0.587,0.614,0.49,0.124,True,68.8,62.55,1116.67,under,-110,8.7,15.0,1,2024-10-22
2024-10-31,Kyrie Irving,23.5,22.4,28,1.1,0.552,0.527,0.52,0.007,False,0.0,0.0,1116.67,under,-125,23.0,35.0,1,2024-10-22
2024-10-31,Giannis Antetokounmpo,28.5,27.2,37,1.3,0.562,0.537,0.5,0.037,False,0.0,0.0,1116.67,under,-115,28.5,30.0,1,2024-10-22
2024-11-01,Ben Simmons,6.5,5.4,8,1.09,0.553,0.588,0.5,0.088,False,0.0,0.0,1116.67,under,-115,5.7,8.0,2,2024-11-01
2024-11-01,Brandon Ingram,23.5,20.8,26,2.73,0.631,0.669,0.5,0.169,False,0.0,0.0,1116.67,under,-115,19.3,14.0,2,2024-11-01
2024-11-01,Chet Holmgren,18.5,17.0,6,1.53,0.574,0.611,0.48,0.131,True,74.89,71.32,1187.99,under,-105,18.5,19.0,2,2024-11-01
2024-11-01,Darius Garland,17.5,15.3,25,2.19,0.606,0.643,0.52,0.123,True,82.13,-82.13,1105.86,under,-125,17.3,12.0,2,2024-11-01
2024-11-01,Dennis Schroder,19.5,18.0,9,1.51,0.574,0.61,0.49,0.12,True,69.48,63.16,1169.03,under,-110,19.1,33.0,2,2024-11-01
2024-11-01,Jalen Duren,11.5,9.8,5,1.72,0.583,0.624,0.48,0.144,True,86.31,82.2,1251.23,under,-105,10.6,0.0,2,2024-11-01
2024-11-01,Jalen Johnson,20.5,17.3,14,3.2,0.652,0.69,0.51,0.18,False,0.0,0.0,1251.23,under,-120,15.9,21.0,2,2024-11-01
2024-11-01,Jerami Grant,17.5,16.2,17,1.34,0.565,0.601,0.49,0.111,True,72.85,66.23,1317.45,under,-110,17.3,7.0,2,2024-11-01
2024-11-01,Josh Giddey,15.5,10.9,11,4.61,0.714,0.764,0.531,0.233,False,0.0,0.0,1317.45,under,-130,11.2,20.0,2,2024-11-01
2024-11-01,LaMelo Ball,25.5,23.4,31,2.06,0.6,0.59,0.51,0.08,False,0.0,0.0,1317.45,under,-120,24.2,19.0,2,2024-11-01
2024-11-01,Michael Porter Jr,13.5,12.1,26,1.41,0.568,0.606,0.49,0.116,True,80.46,-80.46,1236.99,under,-110,11.9,16.0,2,2024-11-01
2024-11-01,Rui Hachimura,14.5,12.3,9,2.16,0.604,0.648,0.52,0.128,True,88.97,71.18,1308.17,under,-125,11.7,8.0,2,2024-11-01
2024-11-01,Trae Young,28.5,22.5,25,6.02,0.769,0.763,0.51,0.253,False,0.0,0.0,1308.17,under,-120,21.9,35.0,2,2024-11-01
2024-11-01,Tyrese Haliburton,18.5,17.3,11,1.19,0.558,0.593,0.48,0.113,True,75.77,72.16,1380.33,under,-105,16.2,17.0,2,2024-11-01
2024-11-01,Zaccharie Risacher,13.5,11.8,3,1.67,0.581,0.621,0.51,0.111,True,84.47,70.39,1450.72,under,-120,9.2,17.0,2,2024-11-01
2024-11-01,Zion Williamson,29.5,21.0,34,8.51,0.851,0.864,0.51,0.354,False,0.0,0.0,1450.72,under,-120,23.3,12.0,2,2024-11-01
2024-11-02,Andre Drummond,10.5,9.5,4,1.01,0.549,0.583,0.5,0.083,False,0.0,0.0,1450.72,under,-115,8.6,9.0,2,2024-11-01
2024-11-02,Andrew Wiggins,17.5,14.0,15,3.51,0.666,0.716,0.5,0.216,False,0.0,0.0,1450.72,under,-115,14.8,10.0,2,2024-11-01
2024-11-02,Brandin Podziemski,12.5,10.5,12,2.04,0.599,0.642,0.48,0.162,False,0.0,0.0,1450.72,under,-105,10.2,13.0,2,2024-11-01
2024-11-02,Darius Garland,18.5,15.4,11,3.11,0.648,0.686,0.5,0.186,False,0.0,0.0,1450.72,under,-115,18.4,25.0,2,2024-11-01
2024-11-02,Giannis Antetokounmpo,29.5,27.4,34,2.06,0.599,0.59,0.51,0.079,False,0.0,0.0,1450.72,under,-120,28.7,37.0,2,2024-11-01
2024-11-02,Jayson Tatum,29.5,28.2,29,1.35,0.566,0.553,0.48,0.073,False,0.0,0.0,1450.72,under,-105,27.8,32.0,2,2024-11-01
2024-11-02,Kelly Oubre Jr,18.5,16.2,14,2.28,0.61,0.648,0.52,0.127,True,103.8,83.04,1533.76,under,-125,15.5,13.0,2,2024-11-01
2024-11-02,Tyrese Maxey,30.5,27.4,23,3.07,0.647,0.64,0.51,0.13,True,109.68,91.4,1625.16,under,-120,30.5,32.0,2,2024-11-01
2024-11-02,Victor Wembanyama,23.5,20.9,17,2.57,0.623,0.661,0.5,0.161,False,0.0,0.0,1625.16,under,-115,21.6,25.0,2,2024-11-01
2024-11-03,Brandon Ingram,23.5,20.3,32,3.21,0.653,0.691,0.5,0.191,False,0.0,0.0,1625.16,under,-115,19.5,26.0,2,2024-11-01
2024-11-03,Daniel Gafford,8.5,6.6,18,1.91,0.593,0.635,0.52,0.114,True,104.57,-104.57,1520.59,under,-125,8.5,6.0,2,2024-11-01
2024-11-03,Dereck Lively II,8.5,6.5,11,1.97,0.595,0.638,0.51,0.128,True,106.68,-106.68,1413.91,under,-120,7.3,6.0,2,2024-11-01
2024-11-03,Franz Wagner,20.5,18.3,13,2.23,0.608,0.645,0.5,0.145,True,110.53,96.11,1510.03,under,-115,18.6,17.0,2,2024-11-01
2024-11-03,Jalen Johnson,19.5,16.0,29,3.54,0.668,0.705,0.51,0.195,False,0.0,0.0,1510.03,under,-120,16.2,14.0,2,2024-11-01
2024-11-03,Jordan Hawkins,17.5,14.0,19,3.51,0.666,0.716,0.52,0.196,False,0.0,0.0,1510.03,under,-125,10.4,23.0,2,2024-11-01
2024-11-03,Jose Alvarado,11.5,7.7,9,3.81,0.68,0.73,0.531,0.199,False,0.0,0.0,1510.03,under,-130,4.7,12.0,2,2024-11-01
2024-11-03,Kyrie Irving,22.5,21.2,17,1.33,0.565,0.6,0.51,0.09,False,0.0,0.0,1510.03,under,-120,22.2,28.0,2,2024-11-01
2024-11-03,Luka Doncic,28.5,27.0,32,1.51,0.574,0.562,0.52,0.041,False,0.0,0.0,1510.03,under,-125,28.2,29.0,2,2024-11-01
2024-11-03,Tobias Harris,13.5,11.7,18,1.79,0.587,0.628,0.52,0.108,True,91.5,-91.5,1418.53,under,-125,10.8,13.0,2,2024-11-01
